Type,Order,Family,Genus,Species,authority,Popular_name_PT,English_name,BR,RR,RB,TP,SG,SB,EM,OC,Habitat use,Depth_category,max_depth_m,Size_category,Maximum_size_cm,Mobility,Geographic_distribution,Trophic_category ,Functional group,Potencial de dispersão,Rafting,Targeted_species_fisheries,IUCN,National list,Brazilian Province,Argentine,North Islands,Central Islands,PML-PAMA,Northeast with PAMA-PML,Northeast,Southeast,Noronha/rocas,Atol,FN,SpSp,PML,PA-MA,CE,RN,PE,PB,AL,CVT,Tri,BA,Abr,ES,ArC,IGr,RJ,SP,PR,SC,URU,ARG,total,BR Endêmico,SWA Endemic,Expatriated,Exotic,References,Museums,OBS,
OSTEICH,Perciformes,PINGUIPEDIDAE,Pseudopercis,Pseudopercis numida ,"Miranda Ribeiro, 1903",Namorado; Namorado-do-sul; Namorado-preto;,Namorado Sandperch,0,1,0,0,0,1,0,0,2,VDEEP,300,LARGE,120,ROV,SA,MCAR,MCAR,PEL,N,1,LC,NT,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,9,0,1,,0,"66, 71",,,
OSTEICH,Perciformes,PINGUIPEDIDAE,Pseudopercis,Pseudopercis semifasciatus,"(Cuvier, 1829)",Namorado-pintado,Argentinian Sandperch;,0,1,0,0,0,1,0,0,2,VDEEP,400,LARGE,100,ROV,SA,MCAR,MCAR,PEL,N,1,,DD,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,6,0,1,,0,"66, 71",,,
OSTEICH,Polymixiiformes,POLYMIXIIDAE,Polymixia,Polymixia lowei,"Günther, 1859",,,0,0,1,0,0,1,0,0,2,VDEEP,600,MEDSMALL,20,ROV,WA,MCAR,MCAR,PEL,N,0,,LC,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,,,0,70,,,
OSTEICH,Perciformes,POLYNEMIDAE,Polydactylus,Polydactylus oligodon,"(Günther, 1860)",Barbudo; Parati-barbudo,Littlescale Threadfin,0,1,0,0,0,1,1,0,3,DEEP,,MED,46,ROV,WA,OMNI,OMNI,PEL,N,0,,LC,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,9,0,,,0,49,D,,
OSTEICH,Perciformes,POLYNEMIDAE,Polydactylus,Polydactylus virginicus,"(Linnaeus, 1758)",Parati-barbudo; Barbudo; Piraguá; Tainha-barbuda; Barbudo;,Barbu; Threadfin,1,1,0,1,1,1,1,0,6,DEEP,55,MED,33,ROV,WA,OMNI,OMNI,PEL,N,1,,LC,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,14,0,,,0,"9, 14, 15, 29","D, H",,
OSTEICH,Perciformes,POMACANTHIDAE,Centropyge,Centropyge aurantanotus,"Burgess, 1974",Centropyge dorso-de-fogo; Centropige; Donzela Fogo; Peixe-anjo,Flameback Angelfish,1,1,1,0,0,0,0,0,3,VDEEP,200,SMALL,7.5,SED,"BR, WA, OIB, EA",HERB,THER,PEL,N,1,,DD,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,17,1,1,"Barbados, Bonaire, Curacao, St. Lucia, São Tomé",0,"16, 21, 31, 41, 61, 70",D,,
OSTEICH,Perciformes,POMACANTHIDAE,Holacanthus,Holacanthus ciliaris,"(Linnaeus, 1758)",Ciliaris; Peixe-anjo; Peixe anjo-rainha; Paru-verde,Queen angelfish,1,1,1,0,0,0,0,0,3,DEEP,120,MED,45,ROV,"WA, OIB",SINV,SPON,PEL,N,1,LC,DD,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,19,0,,,0,"9, 15, 21, 22, 24, 29, 33, 37, 41, 49, 51, 70","D, H",,
OSTEICH,Perciformes,POMACANTHIDAE,Holacanthus,Holacanthus tricolor,"(Bloch, 1795)",Tricolor; Paru soldado; Paru da pedra;  ,Rock beauty,1,1,1,0,0,0,0,0,3,DEEP,92,MED,35,ROV,"WA, OIB",SINV,SPON,PEL,N,1,LC,DD,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,18,0,,,0,"15, 21, 24, 29, 31, 33, 35, 41, 49, 51, 70","D, H",,
OSTEICH,Perciformes,POMACANTHIDAE,Pomacanthus,Pomacanthus arcuatus,"(Linnaeus, 1758)",Frade-cinza; Paru-cinza; Paru; Paru-branco;,Gray Angelfish,1,1,1,0,0,0,0,0,3,MID,30,LARGE,60,ROV,"WA, OIB",SINV,SPON,PEL,N,1,LC,DD,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,16,0,,,0,"15, 22, 24, 29, 31, 33, 35, 49, 50",D,,
OSTEICH,Perciformes,POMACANTHIDAE,Pomacanthus,Pomacanthus paru,"(Bloch, 1787)",Frade; Paru-da-pedra; Paru-preto; Jandaia; Paru-Dourado; Paru-Listrado; ,French Angelfish,1,1,1,1,0,0,0,0,4,DEEP,100,MED,41.1,ROV,"WA, OIB, MAR",SINV,SPON,PEL,N,1,LC,DD,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,19,0,,,0,"9, 10, 12, 15, 21, 22, 24, 33, 37, 40, 41, 44, 49, 51, 58","D, H",,
OSTEICH,Perciformes,POMACENTRIDAE,Abudefduf,Abudefduf saxatilis,"(Linnaeus, 1758)",Sargento; Sargentinho; Acará; Camisa-listrada; Camiseta; Fiúsa; Paulistinha; Querê-Querê; Saberê; Sinhá-rosa; Tinhuma; Saberé; ,Sargeant Major; Damselfish; ,1,1,1,1,0,0,1,0,5,SHALL,20,MEDSMALL,22.9,ROV,"WA, OIB, MAR, EA",OMNI,OMNI,DEG,Y,0,,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,20,0,,,0,"9, 10, 12, 14, 15, 21, 22, 33, 37, 41, 49, 51, 57, 58, 67, 70","D, H",,
OSTEICH,Perciformes,POMACENTRIDAE,Chromis,Chromis aff. enchrysura,"Jordan & Gilbert, 1882",,Yellowtail Reeffish; Jewelfish,1,1,1,0,0,0,0,0,3,VDEEP,124.5825576,MEDSMALL,13.5,ROV,"BR, OIB",PLANK,DPLA,DEG,N,0,,LC,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,8,0,0,,0,"41, 59, 70",,,
OSTEICH,Perciformes,POMACENTRIDAE,Chromis,Chromis flavicauda,"(Günther, 1880)",Donzela Rabo Amarelo,Cobalt Chromis,1,1,1,0,0,0,0,0,3,VDEEP,120,SMALL,7,SED,"BR, OIB",PLANK,DPLA,DEG,N,0,DD,LC,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,13,1,1,,0,"15, 31, 33, 35, 41, 70","D, H",,
OSTEICH,Perciformes,POMACENTRIDAE,Chromis,Chromis jubauna ,"Moura, 1995",,,1,1,1,0,0,0,0,0,3,MID,71,SMALL,7.4,SED,"BR, OIB",PLANK,DPLA,DEG,N,0,,LC,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1,1,Tobago,0,"16, 24, 31, 33, 35, 41, 49, 70","D, H",,
OSTEICH,Perciformes,POMACENTRIDAE,Chromis,Chromis limbata,"(Valenciennes, 1833)",Donzela,Dmaselfish,0,1,0,0,0,0,0,0,1,MID,20,SMALL,7,SED,"SA, EA",PLANK,DPLA,DEG,N,0,,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,1,45,,,
OSTEICH,Perciformes,POMACENTRIDAE,Chromis,Chromis multilineata,"(Guichenot, 1853)",Cromis tesoura; Cromis,Brown chromis; Yellowedge Chromis,1,1,1,0,0,0,0,0,3,DEEP,84,MEDSMALL,20,ROV,"WA, OIB, MAR, EA",PLANK,DPLA,DEG,Y,1,,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21,0,,,0,"10, 12, 15, 21, 22, 24, 33, 41, 44, 49, 51, 70",D,,
OSTEICH,Perciformes,POMACENTRIDAE,Chromis,Chromis scotti,"Emery, 1968",Castanheta roxo,Purple Reeffish,1,1,0,0,0,0,0,0,2,VDEEP,116,SMALL,10,SED,WA,PLANK,DPLA,DEG,N,0,,LC,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,0,"16, 22",,,
OSTEICH,Perciformes,POMACENTRIDAE,Microspathodon,Microspathodon chrysurus,"(Cuvier, 1830)",Donzela-Azul; Jóia,Yellowtail Damselfish,1,1,1,0,0,0,0,0,3,VDEEP,120,MEDSMALL,21,SED,"WA, OIB",HERB,THER,DEG,N,0,,VU,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,14,0,,,0,"10, 15, 16, 22, 29, 37, 49, 70",D,,
OSTEICH,Perciformes,POMACENTRIDAE,Stegastes,Stegastes fuscus,"(Cuvier, 1830)",Saberê; Castanha; Donzela; Castanheta; Donzela-escura; Maria-mole; Querê-Querê; Maria-preta,Brazilian dusky damselfish; Damselfish; Orangehead Damselfish,1,1,1,1,0,0,0,0,4,MID,55,MEDSMALL,12.6,SED,"BR, OIB",HERB,THER,DEG,N,0,LC,LC,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1,1,,0,"9, 10, 15, 16, 21, 33, 37, 40, 41, 44, 49, 51, 57, 58, 67, 70","D, H",,
OSTEICH,Perciformes,POMACENTRIDAE,Stegastes,Stegastes pictus,"(Castelnau, 1855)",Donzela-Bicolor; Gregário; Cará,Brazilian Bicolour Damselfish; Bicolor Damselfish; Yellowtip Damselfish,1,1,1,0,0,0,0,0,3,DEEP,85,SMALL,7.5,SED,"BR, WA, OIB",HERB,THER,DEG,N,0,,LC,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,19,1,1,"Antigua, Tobago",0,"12, 15, 21, 22, 24, 29, 31, 33, 41, 49, 51, 70","D, H",,
OSTEICH,Perciformes,POMACENTRIDAE,Stegastes,Stegastes rocasensis ,"Emery, 1972",Saberé,Rocas Gregory,1,1,0,1,0,0,0,0,3,VSHALL,10,SMALL,10,SED,BI,HERB,THER,DEG,N,0,,VU,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,"12, 24, 66",,,
OSTEICH,Perciformes,POMACENTRIDAE,Stegastes,Stegastes sanctipauli,"(Lubbock & Edwards, 1981)",Donzelinha; ,Saint Paul's Gregory,0,1,0,1,0,0,0,0,2,DEEP,60,SMALL,9,SED,BI,HERB,THER,DEG,N,0,VU,VU,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,66,,,
OSTEICH,Perciformes,POMACENTRIDAE,Stegastes,Stegastes fuscus trindadensis,"Gasparini, Moura & Sazima, 1999",,Trindade Gregory,1,1,0,0,0,0,0,0,2,SHALL,15,SMALL,8.9,SED,BI,HERB,THER,DEG,N,0,,VU,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,66,D,,(OL-SPSP)
OSTEICH,Perciformes,POMACENTRIDAE,Stegastes,Stegastes variabilis,"(Castelnau, 1855)",Saberê-amarelo; Donzela; Donzela Amarela,Cocoa Damselfish,1,1,1,1,0,0,0,0,4,MID,30,MEDSMALL,12.5,SED,BR,HERB,THER,DEG,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,16,1,1,,0,"9, 10, 14, 15, 16, 21, 22, 33, 37, 40, 41, 49, 51, 57, 58, 67","D, H",,
OSTEICH,Perciformes,POMATOMIDAE,Pomatomus,Pomatomus saltatrix,"(Linnaeus, 1766)",Enchova; Anchova; Enchova-baeta; Enchovinha; Marisqueira; ,Bluefish; Snapper; Tailor(juvenil),1,1,0,1,0,1,1,0,5,VDEEP,200,LARGE,130,HMO,CT,MCAR,PISC,PEL,N,1,,NT,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,12,0,,,0,"9, 27, 35, 41, 44, 49",D,,
OSTEICH,Perciformes,PRIACANTHIDAE,Cookeolus,Cookeolus japonicus,"(Cuvier, 1829)",Olho-de-boi;  ,Bulleye; Longfinned Bullseye,0,1,0,0,0,0,0,0,1,VDEEP,400,MED,50,ROV,CT,MINV,MINV,PEL,N,1,,LC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,8,0,,,0,"41, 66",,,
OSTEICH,Perciformes,PRIACANTHIDAE,Heteropriacanthus,Heteropriacanthus cruentatus,"(Lacepède, 1801)",Olho-de-cão das pedras; Olho-de-vidro,Glasseye; Glasseye Snapper; Dusky-finned bullseye,1,1,0,0,0,0,0,0,2,VDEEP,300,LARGE,50.7,ROV,CT,MINV,MINV,PEL,N,0,,LC,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,16,0,,,0,"16, 24, 33, 35, 41, 70",,,
OSTEICH,Perciformes,PRIACANTHIDAE,Priacanthus,Priacanthus arenatus,"Cuvier, 1829",Olho-de-cão; Imperador; Olho-de-boi; Olho-de-vidro; Piranema,Bigeye; Atlantic bigeye,1,1,1,0,0,1,0,0,4,VDEEP,200,MED,50,ROV,"WA, OIB, EA",MINV,MINV,PEL,N,1,,LC,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,21,0,,,0,"15, 22, 29, 35, 41, 44, 49, 51, 59,62, 70","D, H",,
OSTEICH,Perciformes,PRIACANTHIDAE,Pristigenys,Pristigenys alta,"(Gill, 1862)",,Short Bigeye,0,0,0,0,1,0,0,0,1,VDEEP,200,MED,30,ROV,WA,MINV,MINV,PEL,Y,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,,,0,66,,,
OSTEICH,Perciformes,MICRODESMIDAE,Ptereleotris,Ptereleotris randalli ,"Gasparini, Rocha & Floeter, 2001",,,1,1,1,0,0,1,0,0,4,DEEP,60,MEDSMALL,12,SED,BR,PLANK,DPLA,DEG,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,14,1,1,"Barbados, Bonaire, St. Vicent and Tobago are considered vagrants",0,"16, 22, 29, 31, 35, 41, 47, 66",D,,
OSTEICH,Perciformes,RACHYCENTRIDAE,Rachycentron,Rachycentron canadum,(Linnaeus 1766),Bijupirá; Biju; Cação-de-escama; Canado; Chancarona; Parabiju; Peixe rei,Cobia; Black Kingfish; Black Salmon; Cabio; Crabeater; Flathead; Lemon Fish; Ling; Runner; Sargeant Fish,1,1,0,0,0,1,1,1,5,VDEEP,1200,LARGE,200,HMO,CT,MCAR,MCAR,PEL,N,1,,LC,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,16,0,,,0,"15, 22, 31, 41, 44, 62","D, H",,
CONDR,Orectolobiformes,RHINCODONTIDAE,Rhincodon,Rhincodon typus,"Smith, 1828",,,0,0,0,0,0,0,0,1,1,VDEEP,700,LARGE,20000,HMO,CT,PLANK,DPLA,LIV,N,0,VU,VU,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,12,0,,,0,"24, 70",,,
CONDR,Rhinobatiformes,RHINOBATIDAE,Rhinobatos,Pseudobatos horkelii,"Müller & Henle, 1841",raia-viola,Brazilian guitarfish,1,1,0,0,1,1,1,0,5,VDEEP,500,LARGE,138,ROV,SA,MINV,SAND,LIV,N,1,CR,CR,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,6,0,1,,0,49,,,
CONDR,Rhinobatiformes,RHINOBATIDAE,Rhinobatos,Rhinobatos lentiginosus ,"Garman, 1880",,,1,1,0,0,1,1,1,0,5,MID,30,LARGE,75,ROV,WA,MINV,SAND,LIV,N,0,NT,VU,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,
CONDR,Rhinobatiformes,RHINOBATIDAE,Rhinobatos,Rhinobatos percellens,"(Walbaum, 1792)",Viola; Cação-viola; Guitarra; Raia Viola,Southern Guitarfish,0,1,0,0,0,1,1,0,3,VDEEP,140,LARGE,100,ROV,"WA, EA",MINV,SAND,LIV,N,1,NT,DD,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,13,0,,,0,"35, 44, 49, 66","D, H",,
CONDR,Rhinobatiformes,RHINOBATIDAE,Zapteryx,Zapteryx brevirostris,"(Müller & Henle, 1841)",Viola-cara-curta; Viola,Sharpnose guitarfish,1,1,0,0,0,1,1,0,4,VDEEP,500,LARGE,54,ROV,SA,MINV,SAND,LIV,N,1,VU,VU,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,7,0,1,,0,"35, 41, 49",D,,
CONDR,Myliobatifomes,MYLIOBATIDAE,Rhinoptera,Rhinoptera bonasus,"(Mitchill, 1815)",Ticonha; Raia-boi,"Cowfish, cownose ray, Skeete",0,0,0,0,0,1,1,0,2,VDEEP,500,LARGE,213,HMO,"WA, EA",MINV,SAND,LIV,N,1,NT,DD,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,10,0,,,0,Relatório MMA,H,,
CONDR,Myliobatifomes,MYLIOBATIDAE,Rhinoptera,Rhinoptera brasiliensis,"Müller, 1836",,Brazilian cownose ray,0,0,0,0,0,1,1,0,2,VDEEP,500,LARGE,213,HMO,SA,MINV,SAND,LIV,N,1,END,CR,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,9,1,1,Colombia and Venezuela,0,http://www.flmnh.ufl.edu/fish/gallery/descript/cownoseray/cownoseray.html; Rela´torio MMA,H,,
OSTEICH,Perciformes,SCIAENIDAE,Equetus,Equetus lanceolatus,"(Linnaeus, 1758)",Bilro; Bacalhau; Cabeça-de-coco; Maria-nagô-de-penacho; Cavaleiro-de-bandoleira,Jackknife Fish,1,1,0,0,0,0,0,0,2,DEEP,60,MEDSMALL,25,SED,"WA, OIB",MINV,MINV,PEL,N,0,,LC,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,12,0,,,0,"10, 16, 21, 22, 24, 31, 70",D,,
OSTEICH,Perciformes,SCIAENIDAE,Equetus,Equetus punctatus,"(Bloch & Schneider, 1801)",Bacalhau,Spotted Drum,1,1,0,1,0,0,0,0,3,MID,30,MED,27,SED,WA,MINV,MINV,PEL,N,0,,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,0,29,,,
OSTEICH,Perciformes,SCIAENIDAE,Menticirrhus,Menticirrhus americanus,"(Linnaeus, 1758)",,Southern kingcroaker,0,0,0,0,0,1,1,0,2,MID,40,MEDSMALL,50,ROV,WA,MINV,MINV,PEL,N,2,,DD,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,12,0,,,0,"9, 29, 69","D, H",,
OSTEICH,Perciformes,SCIAENIDAE,Menticirrhus,Menticirrhus littoralis,"(Holbrook, 1847)",,Gulf kingcroaker,0,0,0,0,0,1,0,0,1,SHALL,19,MEDSMALL,48,ROV,WA,MINV,MINV,PEL,N,0,,DD,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,9,0,,,0,"9, 29, 90","D, H",,
OSTEICH,Perciformes,SCIAENIDAE,Micropogonias,Micropogonias furnieri,"(Desmarest, 1823)",,Whitemouth croaker,0,1,0,0,0,1,1,0,3,DEEP,60,LARGE,60,ROV,WA,MINV,MINV,PEL,N,1,,LC,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,11,0,,,0,"9, 49, 68, 69","D, H",,
OSTEICH,Perciformes,SCIAENIDAE,Odontoscion,Odontoscion dentex,"(Cuvier, 1830)",Corvina-dos-recifes; Maria-mole; Pescada-canguçu; Pescada-de-pedra; Pescada-dentuça; Dentuço; Pescada-cascuda,Reef Croaker; ,1,1,0,0,0,0,0,0,2,MID,30,MED,30,ROV,WA,MCAR,MCAR,PEL,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,14,0,,,0,"10, 15, 29, 33, 35, 37, 41, 44, 49, 59",D,,
OSTEICH,Perciformes,SCIAENIDAE,Paralonchurus,Paralonchurus brasiliensis,"(Steindachner, 1875)",,Banded croaker,0,0,0,0,0,1,0,0,1,MID,50,MED,30,ROV,WA,MINV,MINV,PEL,N,2,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,6,0,,,0,"9, 29, 69","D, H",,
OSTEICH,Perciformes,SCIAENIDAE,Pareques,Pareques acuminatus,"(Bloch & Schneider, 1801)",Anteninha; Equetus; Maria-nagô; Bilro; Cabeça-de-coco; Doutor; Obispo,High Hat,1,1,1,1,1,0,0,0,5,DEEP,54,MEDSMALL,23,SED,WA,MINV,MINV,PEL,N,0,,DD,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,17,0,,,0,"9, 10, 15, 21, 22, 33, 37, 40, 41, 44, 49, 51, 58, 70",D,,
OSTEICH,Perciformes,SCIAENIDAE,Umbrina,Umbrina coroides,"Cuvier, 1830",Betara; Castanha; Castanha-riscada; Corvina-riscada; Cururuca; Ombrino; Papa-terra; Papa-terra-riscada; Roncador; Sargento; Taboca; Tametara,Sand Drum,0,0,0,1,0,1,1,0,3,SHALL,15,MED,35,ROV,WA,MINV,MINV,PEL,N,2,,LC,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,11,0,,,0,"14, 15, 29, 66","D, H",,
OSTEICH,Perciformes,SCOMBRIDAE,Acanthocybium,Acanthocybium solandri,"(Cuvier, 1832)",Wahoo; Aipim; Cavala-aipim; Guarapicu,Wahoo,0,1,0,0,1,0,0,1,3,SHALL,12,LARGE,250,HMO,CT,MCAR,PISC,PEL,N,1,LC,LC,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,13,0,,,0,"24, 31, 62, 66, 70",,,
OSTEICH,Perciformes,SCOMBRIDAE,Auxis,Auxis rochei,"(Risso, 1810)",Cavala,Bullet Mackerel; Bullet Tuna,0,0,0,0,0,0,0,1,1,VDEEP,1500,MED,50,HMO,CT,MCAR,MCAR,PEL,N,1,LC,DD,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,9,0,,,0,66,,,(OL-SPSP)
OSTEICH,Perciformes,SCOMBRIDAE,Euthynnus,Euthynnus alleteratus,"(Rafinesque, 1810)",Bonito; Bonito-pintado; Bonito-rajado; Curuatá-pinima; Bonito,False-albacore; Little Tuna; ,1,1,0,0,0,0,1,1,4,VDEEP,150,LARGE,122,HMO,"WA, EA",MCAR,MCAR,PEL,N,1,LC,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,11,0,,,0,"31, 41, 49",,rodrigo,
OSTEICH,Perciformes,SCOMBRIDAE,Katsuwonus,Katsuwonus pelamis,"(Linnaeus, 1758)",,,0,0,0,0,0,0,0,1,1,VDEEP,160,LARGE,110,HMO,CT,MCAR,MCAR,PEL,Y,1,LC,LC,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,9,0,,,0,"24, 30, 70",,rodrigo,
OSTEICH,Perciformes,SCOMBRIDAE,Sarda,Sarda sarda,"(Bloch, 1793)",Sarda; Serra; Serra-comum; Serra-de-escama,Atlantic Bonito,0,0,0,0,0,0,1,1,2,VDEEP,200,LARGE,91.4,HMO,"WA, EA",MCAR,MCAR,PEL,N,1,LC,LC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,7,0,,,0,66,,,
OSTEICH,Perciformes,SCOMBRIDAE,Scomber,Scomber colias ,"Gmelin, 1789",Cavala-do-reino; Cavala-sardinheira; Cavalinha; Muzundu; Periquito; Serra-de-escama,Atlantic Chub Mackerel,0,1,0,0,0,0,1,1,3,DEEP,62,MED,35,HMO,"WA, EA",MCAR,PISC,PEL,N,2,LC,LC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,7,0,,,0,,,,
OSTEICH,Perciformes,SCOMBRIDAE,Scomberomorus,Scomberomorus brasiliensis ,"Collette, Russo & Zavala-Camin, 1978",Serra;Cavala-pintada; Sarda; Serra-pima; Serrinha; Sororoca,Spanish Mackerel,1,1,0,0,0,1,1,1,5,MID,33,LARGE,125,HMO,WA,MCAR,PISC,PEL,N,1,LC,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,15,0,,,0,"15, 22, 29, 44, 49, 62","D, H",,
