Type,Order,Family,Genus,Species,authority,Popular_name_PT,English_name,BR,RR,RB,TP,SG,SB,EM,OC,Habitat use,Depth_category,max_depth_m,Size_category,Maximum_size_cm,Mobility,Geographic_distribution,Trophic_category ,Functional group,Potencial de dispersão,Rafting,Targeted_species_fisheries,IUCN,National list,Brazilian Province,Argentine,North Islands,Central Islands,PML-PAMA,Northeast with PAMA-PML,Northeast,Southeast,Noronha/rocas,Atol,FN,SpSp,PML,PA-MA,CE,RN,PE,PB,AL,CVT,Tri,BA,Abr,ES,ArC,IGr,RJ,SP,PR,SC,URU,ARG,total,BR Endêmico,SWA Endemic,Expatriated,Exotic,References,Museums,OBS,
OSTEICH,Perciformes,CORYPHAENIDAE,Coryphaena,Coryphaena hippurus,"Linnaeus, 1758",Dourado; Cabeçudo; Dalfinho; Dourado-carapau; Dourado-de-mar; Grassapé; Macaco; Dourado-de-alto-mar; Guaraçapema,Dolphin,0,0,0,0,0,0,0,1,1,DEEP,85,LARGE,210,HMO,CT,MCAR,MCAR,PEL,Y,1,LC,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,18,0,,,0,"22, 24, 31, 41, 62,70",,,
OSTEICH,Pleuronectiformes,CYNOGLOSSIDAE,Symphurus,Symphurus  plagusia,"(Bloch & Schneider, 1801)",Língua-de-mulata; Língua-de-vaca; Linguado comprido; Peixe-língua; Solha,Tonguefish,0,0,0,0,0,1,1,0,2,VDEEP,263,MEDSMALL,22,SED,WA,MINV,MINV,PEL,N,1,,LC,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,11,0,,,0,70,"D, H",,
OSTEICH,Pleuronectiformes,CYNOGLOSSIDAE,Symphurus,Symphurus diomedeanus,"(Goode & Bean, 1885)",Solha; Língua-de-mulata,Spottedfin tonguefish,0,0,0,0,0,1,1,0,2,VDEEP,263,MEDSMALL,25,SED,WA,MINV,MINV,PEL,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,7,0,,,0,,,,
OSTEICH,Pleuronectiformes,CYNOGLOSSIDAE,Symphurus,Symphurus rhytisma,"Böhlke, 1961",,,0,0,1,0,0,0,0,0,1,VDEEP,97,SMALL,4.5,SED,WA,MINV,MINV,PEL,N,0,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,,,0,,,,
OSTEICH,Scorpaeniformes,DACTYLOPTERIDAE,Dactylopterus,Dactylopterus volitans,"Linnaeus, 1758",Coió; Falso voador; Voador-de-fundo; Cajaléo; Coró; Pirabebe; Santo Antônio; Voador Cascudo; Voador-de-fundo; Voador-de-pedra;  ,Flying gurnard; Flying Robin; Batfish; ,1,1,1,1,1,1,1,0,7,DEEP,100,MED,45,ROV,"WA, OIB, EA",MINV,SAND,BRO,N,1,,LC,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,19,0,,,0,"9, 10, 15, 21, 24, 29, 33, 41, 49, 51, 67, 68, 70","D, H",,
OSTEICH,Perciformes,DACTYLOSCOPIDAE,Dactyloscopus,Dactyloscopus crossotus ,"Starks, 1913",,Bigeye stargazer,1,1,1,0,0,1,0,0,4,VSHALL,8,SMALL,7.6,SED,WA,MINV,SAND,BRO,N,0,,LC,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,11,0,,,0,"29, 35",H,,
OSTEICH,Perciformes,DACTYLOSCOPIDAE,Dactyloscopus,Dactyloscopus foraminosus,"Dawson, 1982",,Reticulate stargazer,1,1,0,0,0,1,0,0,3,DEEP,80,SMALL,9,SED,BR,MINV,SAND,BRO,N,0,,LC,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5,1,1,,0,35,,,
OSTEICH,Perciformes,DACTYLOSCOPIDAE,Dactyloscopus,Dactyloscopus tridigitatus ,"Gill, 1859",Tanduju-mirim;,Sand stargazer; ,1,1,0,1,0,1,0,0,4,SHALL,15,SMALL,8.1,SED,"WA, OIB",MINV,SAND,BRO,N,0,,LC,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,13,0,,,0,"15, 24, 35, 37, 57, 67","D, H",,
OSTEICH,Perciformes,DACTYLOSCOPIDAE,Gillellus,Gillellus greyae,"Kanazawa, 1952",Tanduju-flecha,Arrow stargazer,1,1,0,1,1,1,0,0,5,VSHALL,7.6,SMALL,7.6,SED,WA,MINV,SAND,BRO,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,,,0,67,"D, H",,
OSTEICH,Perciformes,DACTYLOSCOPIDAE,Platygillellus,Platygillellus brasiliensis ,"Feitoza, 2002",Tanduju,Brazilian sand stargazer,1,1,0,0,0,1,0,0,3,VSHALL,5,SMALL,3.4,SED,BR,MINV,SAND,BRO,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,1,,0,29,,,
OSTEICH,Perciformes,DACTYLOSCOPIDAE,Storrsia,Storrsia olsoni ,"Dawson, 1982",,,1,1,0,0,0,1,0,0,3,VSHALL,1,SMALL,3,SED,BI,MINV,SAND,BRO,N,0,,LC,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,"16, 24",,,
CONDR,Squaliformes,DALATIIDAE,Isistius,Isistius brasiliensis,"(Quoy & Gaimard, 1824)",,,0,0,0,0,0,0,0,1,1,VDEEP,3700,MED,42,HMO,CT,MCAR,MCAR,LIV,N,0,LC,LC,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,,,0,24,V,,
CONDR,Myliobatifomes,DASYATIDAE,Dasyatis,Dasyatis americana ,"Hildebrand & Schroeder, 1928",Aiereba,Southern stingray,1,1,0,0,1,1,1,0,5,DEEP,65,LARGE,200,ROV,"WA, OIB",MINV,SAND,LIV,N,1,DD,DD,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,17,0,,,0,"10, 12, 15, 22, 24, 29, 31, 51, 59, 62, 90",H,,
CONDR,Myliobatifomes,DASYATIDAE,Dasyatis,Dasyatis centroura,"(Mitchill, 1815)",Arraia; Arraia-prego; Raia-prego; Raia-manteiga; ,Roughtail stingray,1,1,1,0,0,1,1,0,5,VDEEP,500,LARGE,220,ROV,"WA, OIB, EA",MINV,SAND,LIV,N,1,LC,CR,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,12,0,,,0,"29, 41, 49, 70",,,
CONDR,Myliobatifomes,DASYATIDAE,Dasyatis,Dasyatis guttata,"(Bloch & Schneider, 1801)",Raia-lixa; Jabebiretê; Jabiretê,Longnose stingray,1,1,1,0,0,1,1,0,5,MID,40,LARGE,200,ROV,WA,MINV,SAND,LIV,N,1,DD,LC,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,15,0,,,0,"9, 22, 29, 35, 49, 59, 70, 90","D, H",,
CONDR,Myliobatifomes,DASYATIDAE,Dasyatis,Dasyatis hypostigma,"Santos & Carvalho, 2004",,Groovebelly stingray,1,1,0,0,0,1,1,0,4,DEEP,80,LARGE,58,ROV,SA,MINV,SAND,LIV,N,1,DD,DD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,1,1,,0,"35, 41",,,
CONDR,Myliobatifomes,DASYATIDAE,Dasyatis,Hypanus marianae ,"Gomes, Rosa & Gadig, 2000",Raia-mariquita,Brazilian large-eyed stingray,1,1,1,0,0,1,1,0,5,SHALL,15,MED,40,ROV,BR,MINV,SAND,LIV,N,1,DD,DD,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1,1,,0,"22, 29, 31, 37, 90",H,,
CONDR,Myliobatifomes,DASYATIDAE,Pteroplatytrygon,Pteroplatytrygon violacea,"(Bonaparte, 1832)",,,0,0,0,0,0,0,0,1,1,VDEEP,381,LARGE,160,HMO,"WA, EA, EP",MINV,SAND,LIV,N,0,,DD,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,,,0,"30, 70",,,
OSTEICH,Tetraodontiformes,DIODONTIDAE,Chilomycterus,Chilomycterus antennatus,"(Cuvier, 1816)",Baiacú espinho antenado; Baiacu espinho,Bridled burrfish,1,1,0,0,1,0,1,0,4,SHALL,13,MED,38,ROV,WA,SINV,SINV,PEL,Y,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,,,0,,H,,
OSTEICH,Tetraodontiformes,DIODONTIDAE,Chilomycterus,Chilomycterus antillarum,"Jordan & Rutter, 1897",Baiacú espinho rendado; Baiacu-de-espinho,Web burrfish,1,1,0,1,1,1,1,0,6,MID,50,MED,30,ROV,WA,SINV,SINV,PEL,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,12,0,,,0,"9, 15, 40","D, H",,
OSTEICH,Tetraodontiformes,DIODONTIDAE,Chilomycterus,Chilomycterus reticulatus,"(Linnaeus, 1758)",Baiacú-de-espinho; Porco-espinho-pintado,Spotfin burrfish,1,1,0,0,1,1,1,0,5,DEEP,100,MED,29,ROV,CT,SINV,SINV,PEL,N,0,,LC,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,9,0,,,0,"35, 49, 70",D,,
OSTEICH,Tetraodontiformes,DIODONTIDAE,Cyclichthys,Chilomycterus spinosus,"(Linnaeus, 1758)",Baiacú-de-espinho; Peixe-ouriço,,1,1,0,1,1,0,1,0,5,VDEEP,190,MEDSMALL,25,ROV,SA,SINV,SINV,PEL,N,0,,LC,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,14,0,1,Venezuela towards south,0,"21, 29, 35, 41, 44, 49, 68, 70","D, H",,
OSTEICH,Tetraodontiformes,DIODONTIDAE,Diodon,Diodon holocanthus,"Linnaeus, 1758",Baiacú espinho manchado; Baiacú-espinho,Balloonfish; Long-spine porcupinefish,1,1,0,0,1,1,1,0,5,VDEEP,200,MED,50,ROV,CT,SINV,SINV,PEL,Y,0,,LC,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,16,0,,,0,"15, 24, 29, 31, 35, 37, 51, 70",H,,
OSTEICH,Tetraodontiformes,DIODONTIDAE,Diodon,Diodon hystrix ,"Linnaeus, 1758",Baiacú-espinho-pintalgado,Porcupinefish; ,1,1,0,0,0,0,0,0,2,MID,50,LARGE,91,ROV,CT,SINV,SINV,PEL,Y,0,,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,19,0,,,0,"10, 15, 21,  22, 24, 29, 33, 37, 41, 49, 51, 70",D,,
OSTEICH,Perciformes,ECHENEIDAE,Echeneis,Echeneis naucrates,"Linnaeus, 1758",Rêmora-de-listra-negra; Rêmora,Whiteteiled remora; Sharksucker,1,1,0,0,0,0,0,1,3,MID,50,LARGE,110,HMO,CT,MCAR,MCAR,PEL,Y,0,,LC,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,20,0,,,0,"15, 22, 24, 29, 31, 37, 41, 44, 49, 51, 70","D, H",,
OSTEICH,Perciformes,ECHENEIDAE,Remora,Remora albescens,"(Temminck & Schlegel, 1850)",Pegador; Rêmora;,White sickerfish,0,0,0,0,0,0,0,1,1,DEEP,58,MED,30,HMO,CT,MCAR,MCAR,PEL,Y,1,,LC,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,,,0,41,,,
OSTEICH,Perciformes,ECHENEIDAE,Remora,Remora australis,"(Bennett, 1840)",Rêmora,Whalesucker,0,0,0,0,0,0,0,1,1,VDEEP,200,LARGE,76,HMO,CT,MCAR,MCAR,PEL,Y,0,,LC,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,,,0,,,,
OSTEICH,Perciformes,ECHENEIDAE,Remora,Remora osteochir,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
OSTEICH,Perciformes,ECHENEIDAE,Remora,Remora remora,"(Linnaeus, 1758)",Rêmora; Agarrador; Pegador; Peixe-pegador; Piolho; Piolho-de-cação; Piraquiba; Prendedor; ,Common remora; Diskfish; Lousefish; Sharksucker; Shipholder; Sucker; Suckingfish; ,0,0,0,0,0,0,0,1,1,DEEP,100,LARGE,86.4,HMO,CT,MCAR,MCAR,PEL,Y,1,,LC,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,9,0,,,0,"24, 41, 44, 70","D, H",,
OSTEICH,Perciformes,NOTOTHENIIDAE,Eleginops,Eleginops maclovinus,"(Cuvier, 1830)",,,0,1,0,0,0,0,0,0,1,VDEEP,137,LARGE,90,ROV,"SA, EP",MINV,MINV,PEL,N,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,0,71,,,
OSTEICH,Elopiformes,ELOPIDAE,Elops,Elops saurus ,"Linnaeus, 1766",Albarana; Juruma; Robalo-da-pedra; Tijubarana; Ubarana; Ubarana-açu; Ubarana-cabo-de-machado; Urubaiana-pau; Urubaiana-verdadeira;,Ladyfish; Tenpounder; John; ,1,1,0,0,1,1,1,0,5,MID,50,LARGE,100,HMO,WA,MCAR,MCAR,PEL,N,0,,,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,11,0,,,0,"35, 49, 69","D, H",,
OSTEICH,Perciformes,EMMELICHTHYIDAE,Emmelichthys,Emmelichthys ruber,"(Trunov, 1976)",,Red rover,1,1,0,0,0,0,1,0,3,VDEEP,200,MED,30,HMO,"WA, MAR",PLANK,NPLA,PEL,N,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,,,0,,,,
OSTEICH,Perciformes,EMMELICHTHYIDAE,Erythrocles,Erythrocles monodi,"Poll & Cadenat, 1954",,,0,0,0,0,0,0,0,1,1,VDEEP,300,LARGE,65,HMO,"WA, EA",PLANK,NPLA,PEL,N,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,70,,,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa cubana,"(Poey, 1868)",,,0,1,1,0,0,0,1,1,4,DEEP,60,SMALL,10,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,5,0,,,0,,,,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa filifera,"(Fowler, 1915)",Manjuba,Longfinger anchovy,1,1,0,0,0,1,1,0,4,MID,35,MEDSMALL,12,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,10,0,,,0,49,"D, H",,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa januaria,"(Steindachner, 1879)",,Rio anchovy,0,0,0,0,0,1,0,0,1,MID,50,SMALL,7.5,HMO,BR,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,10,1,1,,0,9,H,,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa lyolepis,"(Evermann & Marsh, 1900)",,Shortfinger anchovy,0,1,0,0,0,1,0,0,2,MID,45,MEDSMALL,12,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,8,0,,,0,9,"D, H",,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa marinii,"Hildebrand, 1943",,Marini's anchovy,0,1,0,0,0,1,0,0,2,SHALL,20,MEDSMALL,14,HMO,SA,PLANK,DPLA,PEL,N,1,,LC,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,6,0,1,,0,9,H,,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa pectoralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa spinifera,"(Valenciennes, 1848)",,Spicule anchovy,0,0,0,0,0,1,0,0,1,DEEP,55,MEDSMALL,24,HMO,"WA, EP",PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,8,0,,,0,"9, 49, 69",H,,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoa,Anchoa tricolor,"(Spix & Agassiz, 1829)",Manjuba; Manjuba-branca; Enchoveta; Tungão; Irica,Piquitinga anchovy,1,1,0,0,0,1,1,0,4,MID,50,MEDSMALL,11.8,HMO,SA,PLANK,DPLA,PEL,N,1,,LC,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,13,0,1,,0,"9, 90","D, H",,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchovia,Anchovia clupeoides,"(Swainson, 1839)",,Zabaleta anchovy,0,1,0,0,0,1,1,0,3,MID,50,MED,30,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,8,0,,,0,"9, 68, 69","D, H",,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoviella,Anchoviella cayennensis,"(Puyo, 1946)",,Cayenne anchovy,0,0,0,0,0,1,0,0,1,MID,,MEDSMALL,13.5,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,9,D,,
OSTEICH,Clupeiformes,ENGRAULIDAE,Anchoviella,Anchoviella lepidentostole,"(Fowler, 1911)",Manjuba; Aletria; Azeitona; Manjubinha; Manjuva; Pipitinga; Xangó; Sardinha,Bradband anchovy,1,1,0,0,0,0,1,0,3,MID,50,MEDSMALL,11.6,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,10,1,1,Venezuela towards south,0,"49, 68, 69, 90","D, H",,
OSTEICH,Clupeiformes,ENGRAULIDAE,Cetengraulis,Cetengraulis edentulus,"(Cuvier, 1829)",Manjuba; Manjubão; Sardinha-boca-torta,Atlantic anchoveta,0,1,0,0,0,1,1,1,4,MID,30,MEDSMALL,16.6,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,10,0,,,0,"49, 68","D, H",,
OSTEICH,Clupeiformes,ENGRAULIDAE,Cetengraulis,Lycengraulis grossidens,"(Spix & Agassiz, 1829)",,Atlantic sabretooth anchovy,0,1,0,0,0,0,1,0,2,MID,40,MEDSMALL,23.5,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,8,0,,,0,"9, 49, 69, 90","D, H",,
OSTEICH,Perciformes,EPHIPPIDAE,Chaetodipterus,Chaetodipterus faber,"(Broussonet, 1782)",Enxada; Paru branco; Paru; Tardeira; Parum-jandaia; Parum-rajado; ,Atlantic Spadefish; Moonfish; Threetailed porgy,1,1,0,1,1,1,1,1,7,MID,35,LARGE,91,HMO,WA,MINV,MINV,PEL,N,1,,LC,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,17,0,,,0,"9, 10, 15, 22, 24, 40, 41, 44, 49, 51, 68, 69","D, H",,
OSTEICH,Perciformes,EPINEPHELIDAE,Alphestes,Alphestes afer,"(Bloch, 1793)","Pirapiranga, garoupa-gato, garoupa-rajada, garaçapé; Badejo; Peixe-gato; Pirapiranga; Sap; Sapê; Sapê-pintado; Serigado-vermelho; Sulalepa; Sulapeba",Mutton Hamlet; Mossy grouper,1,1,0,0,1,0,0,0,3,MID,30,MED,33,ROV,"WA, EA",MCAR,MCAR,PEL,N,1,LC,DD,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,14,0,,,0,"10, 15, 29, 33, 35, 49, 51, 90","D, H",,
OSTEICH,Perciformes,EPINEPHELIDAE,Cephalopholis,Cephalopholis fulva,"(Linnaeus, 1758)",Piraúna; Caraúna; Catoá; Garoupa-chita; Garoupinha; Garoupa-pintada-da-Bahia; Jabú,Coney; Butter Grouper; Golden grouper; Spotted little grouper; ,1,1,1,1,0,1,0,0,5,VDEEP,218,MED,30,ROV,"WA, OIB",MCAR,MCAR,PEL,N,1,LC,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,19,0,,,0,"9, 10, 12, 15, 22, 24, 29, 33, 37, 41, 49, 51, 58, 70","D, H",,
OSTEICH,Perciformes,EPINEPHELIDAE,Cephalopholis,Paranthias furcifer,"(Valenciennes, 1828)",Pargo-mirim; Boquinha; Araguori; Esquentamento; Matruaia; Namorado; ,Atlantic Creolefish,1,1,1,0,0,0,0,0,3,DEEP,70,MED,40,ROV,"WA, OIB, MAR, EA",PLANK,DPLA,PEL,N,1,,LC,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,18,0,,,0,"12, 24, 31, 33, 35, 41, 70","D, H",,(OL-SPSP)
OSTEICH,Perciformes,EPINEPHELIDAE,Dermatolepis,Dermatolepis inermis,"(Valenciennes, 1833)",Piranema pintada; Gostosa; Piranema; Sapé-da-pedra; Garoupa-gostosa,Marbled grouper,1,1,1,0,0,0,0,0,3,VDEEP,315,LARGE,91,ROV,"WA, OIB",MCAR,MCAR,PEL,N,1,NT,DD,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,14,0,,,0,"12, 22, 29, 33, 70",,,
OSTEICH,Perciformes,EPINEPHELIDAE,Epinephelus,Epinephelus adscensionis,"(Osbeck, 1765)",Garoupa-gato; Badejo; Badejo-pintado; Gaoupa-chita; Gato; Peixe-gato; Piragica; ,Rock hind,1,1,0,1,0,0,1,0,4,VDEEP,189,LARGE,61,ROV,"WA, OIB, MAR, EA",MCAR,MCAR,PEL,N,1,LC,DD,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,11,0,,,0,"9, 10, 14, 15, 37, 40, 41, 51, 58, 62, 67, 70","D, H",,
OSTEICH,Perciformes,EPINEPHELIDAE,Epinephelus,Epinephelus itajara,"(Lichtenstein, 1822)",Mero; Canapú; Canapú-guaçú; Gaoupa-mero; Merote; ,Goliath grouper; Jewfish; Giant grouper; Giant rockfish; Great grouper; Great Sea bass; Spotted Jewfish; ,1,1,0,0,1,0,1,0,4,DEEP,100,LARGE,244,ROV,"WA, OIB, EA",MCAR,MCAR,PEL,N,1,CR,CR,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21,0,,,0,"9, 10, 15, 22, 24, 29, 35, 37, 41, 44, 49, 70","D, H",,
OSTEICH,Perciformes,EPINEPHELIDAE,Epinephelus,Epinephelus marginatus,"(Lowe, 1834)",Garoupa verdadeira; Crioula; Galinha-do-mar; Garoupa-crioula; Garoupa-preta; Piracuca; Garoupa; ,Dusky grouper,0,1,0,1,0,0,1,0,3,VDEEP,300,LARGE,150,ROV,"SA, EA, WI",MCAR,MCAR,PEL,N,1,END,VU,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,9,0,,,0,"21, 27, 35, 41, 44, 49, 59, 71",,,
OSTEICH,Perciformes,EPINEPHELIDAE,Epinephelus,Epinephelus morio,"(Valenciennes, 1828)",Garoupa-de-São-Tomé; Garoupa; Garoupa-bichada; Garoupa-de-segunda; ,Red grouper; ,1,1,1,0,0,1,0,0,4,VDEEP,300,LARGE,125,ROV,WA,MCAR,MCAR,PEL,N,1,NT,VU,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,13,0,,,0,"21, 22, 24, 29, 35, 41, 59, 70",D,,
OSTEICH,Perciformes,EPINEPHELIDAE,Gonioplectrus,Gonioplectrus hispanus,"(Cuvier, 1828)",Bandeira-espanhola,Spanish Flag,1,1,0,0,0,0,0,0,2,VDEEP,365,MED,30,ROV,"WA, OIB",MINV,MINV,PEL,N,1,LC,LC,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,0,,,0,70,D,Rodrigo,
OSTEICH,Perciformes,EPINEPHELIDAE,Hyporthodus,Hyporthodus flavolimbatus,"(Poey, 1865)",Cherne-de-Galha-Amarela,Yellowedge; yelloewfinned; poey`s; white grouper,0,1,0,0,0,1,0,0,2,VDEEP,275,LARGE,115,ROV,WA,MCAR,MCAR,PEL,N,1,VU,DD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,6,0,,,0,41,,,
