fb_code;Class;Order;Family;Genus;Species;Name;Home_range;Diel_activity;Size_group;Level_water;TempPref_min;TemPref_mean;TempPref_max;Body_size;Size_class;Body_shape;Aspect_ratio;Nphoto;Caudal_fin;Mouth_position;Trophic_level;Diet;Spawning;Depth_min;Depth_max;Depth_range;Allometric_a;Allometric_b;Level_length_weight;PLD;PLD_level;Life_span;Geographic_range_index;Range_extension;Province_2;Province_3;Province_4;Province_6;Province_7;Province_10;Province_11;Province_12;Province_13;Province_14;Province_15;Province_16;Province_17;Province_43;Province_44;Province_45;Province_46;Province_47;Province_48;Province_50;IUCN_status;Vulnerability;Price_category
3905;actinopterygii;perciformes;acanthuridae;acanthurus;tractus;Acanthurus tractus;mob;day;medg;low;15,67;21,84;28,38;38,1;s4;compressed;2,42851;1;truncated;terminal;2;hd;pelagic;11;45;34;0,0191;2,08;species;44,27;;31;60;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;21,09;medium
1800;actinopterygii;perciformes;acanthuridae;acanthurus;monroviae;Acanthurus monroviae;mob;day;medg;low;18,92;22,42;26,34;45;s4;compressed;1,85186;2;truncated;terminal;2,5;hd;pelagic;5;40;35;0,002453226;3;genus;36,8;genus;NA;60;transatlantic;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;lc;46,16;medium
13419;actinopterygii;perciformes;acanthuridae;prionurus;punctatus;Prionurus punctatus;mob;day;smallg;low;21,74;24,33;27,29;60;s5;compressed;2,108765;2;truncated;subterminal;2;hm;pelagic;5;35;30;0,198;2,504;species;NA;;NA;20;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;39,49;medium
4737;actinopterygii;perciformes;acanthuridae;acanthurus;leucopareius;Acanthurus leucopareius;mob;day;medg;high;23,17;25,9;28,63;25;s3;compressed;1,93654;4;truncated;terminal;2;hd;pelagic;1;85;84;0,0028375;3;species;73;genus;NA;113;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;lc;24,62;medium
942;actinopterygii;perciformes;acanthuridae;acanthurus;bahianus;Acanthurus bahianus;mob;day;medg;low;23,56;26,29;29,24;38,1;s4;compressed;2,43;1;truncated;terminal;2;hd;pelagic;2;40;38;0,0191;3,08;species;69,3;species;31;54;native;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;lc;17,97;not_targeted
944;actinopterygii;perciformes;acanthuridae;acanthurus;coeruleus;Acanthurus coeruleus;mob;day;medg;low;23,61;26,36;29,32;39;s4;compressed;3,48929;1;truncated;terminal;2;hd;pelagic;2;40;38;0,0286;3;species;18;species;23;53;native;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;lc;58,55;medium
943;actinopterygii;perciformes;acanthuridae;acanthurus;chirurgus;Acanthurus chirurgus;mob;day;medg;low;23,74;26,46;29,37;39;s4;compressed;1,867165;2;truncated;terminal;2;hd;pelagic;2;25;23;0,0225;3;species;33,7;species;12;60;native;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;lc;22,98;medium
1265;actinopterygii;perciformes;acanthuridae;naso;unicornis;Naso unicornis;mob;day;smallg;low;24,17;26,6;28,94;70;s5;fusiform;2,84756;1;truncated;terminal;2,2;hm;pelagic;1;180;179;0,017880286;3,035454104;species;74;species;NA;280;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;lc;32,05;medium
1260;actinopterygii;perciformes;acanthuridae;acanthurus;triostegus;Acanthurus triostegus;vmob;day;largeg;low;24,21;26,49;28,74;27;s3;compressed;1,915724;5;truncated;terminal;2,8;hd;pelagic;0;90;90;0,083063451;2,569683389;species;38;species;NA;293;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;16,26;medium
6021;actinopterygii;perciformes;acanthuridae;naso;brevirostris;Naso brevirostris;vmob;day;largeg;low;24,32;26,74;29,09;60;s5;fusiform;2,66667;1;rounded;terminal;2,2;om;pelagic;2;122;120;0,010649453;3,242973288;species;82;species;25;277;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;lc;32,66;medium
1264;actinopterygii;perciformes;acanthuridae;naso;lituratus;Naso lituratus;mob;day;smallg;low;24,82;27,23;29,54;46;s4;fusiform;2,54549;1;rounded;terminal;2,3;hm;pelagic;0;90;90;0,0497;2,839;species;72;species;39;237;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;34,14;medium
6019;actinopterygii;perciformes;acanthuridae;naso;annulatus;Naso annulatus;vmob;day;medg;high;24,88;27,25;29,53;100;s6;fusiform;2,67212;1;truncated;terminal;2,1;pk;pelagic;1;60;59;0,051032424;2,715369535;species;71;species;23;235;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;45,06;medium
1263;actinopterygii;perciformes;acanthuridae;naso;hexacanthus;Naso hexacanthus;vmob;day;largeg;high;24,93;27,27;29,53;75;s5;fusiform;3,558245;2;truncated;terminal;3,3;pk;pelagic;6;150;144;0,020165194;2,955825192;species;91;species;39;244;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;41,45;medium
1261;actinopterygii;perciformes;acanthuridae;acanthurus;xanthopterus;Acanthurus xanthopterus;mob;day;medg;low;24,94;27,25;29,47;70;s5;compressed;1,99969;3;truncated;subterminal;2,9;hd;pelagic;1;100;99;0,026730455;2,984486638;species;56;genus;34;274;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;37,08;medium
6011;actinopterygii;perciformes;acanthuridae;acanthurus;nigricans;Acanthurus nigricans;sed;day;smallg;low;25,02;27,31;29,49;21,3;s3;compressed;2,4416175;4;truncated;terminal;2;hd;pelagic;1;67;66;0,067;2,669;species;30,5;species;34;206;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;20,49;medium
4736;actinopterygii;perciformes;acanthuridae;acanthurus;guttatus;Acanthurus guttatus;mob;day;largeg;low;25,1;27,37;29,53;26;s3;compressed;2,291553333;3;truncated;terminal;2;hd;pelagic;1;6;5;0,005373761;3;species;57,6;genus;NA;205;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;25,02;medium
6024;actinopterygii;perciformes;acanthuridae;naso;vlamingii;Naso vlamingii;vmob;day;largeg;low;25,12;27,42;29,61;60;s5;fusiform;2,38801;2;truncated;terminal;2,2;pk;pelagic;1;50;49;0,0525;2,843;species;82;species;45;220;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;lc;37,74;medium
13417;actinopterygii;perciformes;acanthuridae;prionurus;laticlavius;Prionurus laticlavius;mob;day;smallg;low;25,26;27,03;28,94;60;s5;compressed;2,09849;2;truncated;terminal;2,7;hm;pelagic;1;30;29;0,198;2,504;species;NA;;NA;19;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;39,49;medium
4306;actinopterygii;perciformes;acanthuridae;acanthurus;achilles;Acanthurus achilles;mob;day;medg;low;25,39;27,23;29,08;24;s3;compressed;2,32592;3;truncated;terminal;2;hd;pelagic;0;10;10;0,002453226;3;species;16,7;genus;NA;104;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;24,17;medium
4944;actinopterygii;perciformes;acanthuridae;prionurus;biafraensis;Prionurus biafraensis;mob;day;medg;low;25,96;27,83;29,28;20;s3;compressed;2,26206;1;truncated;subterminal;NA;hd;pelagic;0;10;10;0,198;2,504;genus;NA;;NA;1;native;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;lc;21,04;medium
6014;actinopterygii;perciformes;acanthuridae;ctenochaetus;marginatus;Ctenochaetus marginatus;sed;day;smallg;low;26,98;28,11;29,28;27;s3;compressed;2,002195;2;truncated;terminal;2;om;pelagic;2;18;16;0,039156835;2,874628814;species;50;genus;NA;36;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;25,47;medium
3310;actinopterygii;perciformes;acropomatidae;stereolepis;gigas;Stereolepis gigas;vmob;night;sol;low;17,73;21,81;26,49;250;s6;fusiform;2,10789;1;truncated;superior;4,5;fc;pelagic;5;46;41;0,02214295;3;species;NA;;75;21;native;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;cr;86,39;very high
4150;actinopterygii;scorpaeniformes;agonidae;agonomalus;mozinoi;Agonomalus mozinoi;sed;both;sol;bottom;12,79;14,71;17,17;8,9;s2;elongated;NA;1;rounded;terminal;3,2;fc;demersal;1;11;10;;;;18,7;;NA;4;native;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;19,5;not_targeted
4163;actinopterygii;scorpaeniformes;agonidae;bothragonus;swanii;Bothragonus swanii;sed;both;sol;bottom;12,79;14,71;17,17;8,9;s2;elongated;1,14688;1;rounded;inferior;3,6;im;demersal;0;18;18;;;;54;species;NA;4;native;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;19,5;not_targeted
4168;actinopterygii;scorpaeniformes;agonidae;odontopyxis;trispinosa;Odontopyxis trispinosa;sed;both;sol;bottom;18,63;21,74;25,55;9,5;s2;elongated;1,19568;1;rounded;inferior;3,2;pk;demersal;3;373;370;;;;NA;;NA;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;21,15;not_targeted
228;actinopterygii;albuliformes;albulidae;albula;vulpes;Albula vulpes;mob;day;smallg;low;20,7;24,27;28,13;104;s6;fusiform;2,409305;2;forked;subterminal;3,7;im;pelagic;0;84;84;0,0233;2,89;species;23,5;;20;59;native;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;nt;42,66;high
IRD-1008-G;actinopterygii;albuliformes;albulidae;albula;esuncula;Albula esuncula;vmob;both;medg;low;21,95;24,33;27,07;32;s4;fusiform;NA;1;forked;inferior;3,3;im;pelagic;0;10;10;0,0233;2,89;genus;25,75;;NA;NA;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;28,67;not_targeted
46802;actinopterygii;perciformes;ammodytidae;ammodytoides;gilli;Ammodytoides gilli;mob;both;smallg;bottom;25,4;27,17;29,05;11,6;s2;elongated;1,42418;1;forked;superior;3,1;pk;demersal;2;25;23;0;0;;55;;NA;19;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;16,89;not_targeted
75;actinopterygii;perciformes;ammodytidae;gymnammodytes;semisquamatus;Gymnammodytes semisquamatus;NA;NA;NA;low;14,2;18,89;24,49;30;s3;elongated;NA;1;forked;superior;2,7;pk;demersal;0;35;35;;;;NA;;NA;6;native;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;40,99;not_targeted
1374;actinopterygii;perciformes;ammodytidae;hyperoplus;lanceolatus;Hyperoplus lanceolatus;mob;NA;NA;low;14,2;18,89;24,49;40;s4;elongated;NA;1;forked;superior;4;fc;demersal;6;30;24;0,0066;2,997;species;NA;;NA;6;native;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;31,64;not_targeted
3813;actinopterygii;perciformes;anarhichadidae;anarrhichathys;ocellatus;Anarrhichathys ocellatus;sed;night;sol;bottom;8,27;13,96;21,38;240;s6;eel_like;NA;NA;pointed;terminal;3,5;im;NA;1;226;225;;;;21,3;;NA;15;native;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;NA;not_targeted
1275;actinopterygii;anguilliformes;anguillidae;anguilla;marmorata;Anguilla marmorata;vmob;night;NA;bottom;19,24;23,65;27,77;70;s5;eel_like;NA;3;pointed;terminal;3,8;fc;pelagic;1;400;399;0,06;2,277;species;18,4;;40;NA;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;lc;75,02;not_targeted
12015;actinopterygii;beryciformes;anomalopidae;phthanophaneron;harveyi;Phthanophaneron harveyi;mob;night;smallg;high;17,23;20,83;24,99;8;s2;fusiform;1,2418;1;forked;terminal;3,3;pk;pelagic;32;36;4;;;;NA;;NA;9;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;dd;10;not_targeted
4031;actinopterygii;scorpaeniformes;anoplopomatidae;erilepis;zonifer;Erilepis zonifer;sed;night;sol;bottom;7,65;13,59;21,33;183;s6;fusiform;1,11747;1;truncated;terminal;4,5;fc;NA;0;680;680;0,05694;2,7263;species;NA;;12;14;native;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;85,11;not_targeted
13451;actinopterygii;lophiiformes;antennariidae;antennatus;sanguineus;Antennatus sanguineus;sed;both;sol;bottom;21,19;23,41;25,96;8,2;s2;depressed;1,15192;1;rounded;superior;4;im;attach;0;40;40;0,020119231;3,390497115;family;32,8;;NA;37;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;10;not_targeted
3083;actinopterygii;lophiiformes;antennariidae;fowlerichthys;avalonis;Fowlerichthys avalonis;sed;both;sol;bottom;21,59;23,95;26,67;33;s4;depressed;0,416485;1;truncated;superior;4;im;attach;0;300;300;;;;NA;;NA;33;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;17,57;not_targeted
12804;actinopterygii;lophiiformes;antennariidae;fowlerichthys;senegalensis;Fowlerichthys senegalensis;sed;night;sol;bottom;22,14;24,44;26,79;28,5;s3;depressed;0,748911;1;rounded;superior;4,2;fc;attach;10;80;70;0,020119231;3,390497115;family;NA;;NA;21;native;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;24,77;not_targeted
5474;actinopterygii;lophiiformes;antennariidae;antennarius;striatus;Antennarius striatus;sed;night;sol;bottom;22,83;25,59;28,39;25;s3;depressed;1,055225;2;rounded;superior;4,2;fc;attach;10;219;209;0,020119231;3,390497115;genus;37,7;genus;NA;302;native;0;1;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;lc;13,16;not_targeted
13455;actinopterygii;lophiiformes;antennariidae;antennatus;strigatus;Antennatus strigatus;sed;both;sol;bottom;22,85;25,13;27,67;8;s2;depressed;1,02323;1;rounded;superior;4;im;attach;0;38;38;0,020119231;3,390497115;family;22,7;genus;NA;28;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;10;not_targeted
3089;actinopterygii;lophiiformes;antennariidae;histrio;histrio;Histrio histrio;sed;night;sol;high;23,18;25,82;28,44;20;s3;depressed;1,18859;1;rounded;superior;3,9;fc;attach;0;50;50;0,020119231;3,390497115;family;NA;;NA;317;native;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;lc;10;not_targeted
7293;actinopterygii;lophiiformes;antennariidae;antennarius;commerson;Antennarius commerson;sed;night;sol;bottom;23,61;26,39;29,08;45;s4;depressed;1,93827;2;rounded;superior;4,2;fc;attach;0;70;70;0,020119231;3,390497115;species;35,5;genus;NA;199;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ne;23,35;not_targeted
3084;actinopterygii;lophiiformes;antennariidae;antennarius;multiocellatus;Antennarius multiocellatus;sed;night;sol;bottom;23,7;26,12;28,74;20;s3;depressed;NA;1;rounded;superior;4,3;fc;attach;0;66;66;0,020119231;3,390497115;genus;29,5;species;NA;56;native;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;lc;10;not_targeted
5402;actinopterygii;lophiiformes;antennariidae;antennatus;coccineus;Antennatus coccineus;sed;night;sol;bottom;23,89;26,29;28,67;13;s2;depressed;1,477105;2;rounded;superior;4,2;fc;attach;1;75;74;0,020119231;3,390497115;family;24,1;genus;NA;280;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;ne;10;not_targeted
5403;actinopterygii;lophiiformes;antennariidae;antennatus;nummifer;Antennatus nummifer;sed;night;sol;bottom;24,16;26,64;29,04;13;s2;depressed;1,19539;1;rounded;superior;4,2;fc;attach;0;293;293;0,020119231;3,390497115;family;24,55;genus;NA;256;native;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;lc;10;not_targeted
3085;actinopterygii;lophiiformes;antennariidae;fowlerichthys;ocellatus;Fowlerichthys ocellatus;sed;night;sol;bottom;24,34;27,01;29,84;38;s4;depressed;1,02744;1;rounded;superior;4,1;fc;attach;1;500;499;0,020119231;3,390497115;family;NA;;NA;36;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;20;not_targeted
5072;actinopterygii;lophiiformes;antennariidae;antennarius;pardalis;Antennarius pardalis;sed;night;sol;bottom;24,45;26,7;28,74;10,2;s2;depressed;NA;1;rounded;superior;4;fc;attach;18;50;32;0,020119231;3,390497115;genus;35,7;genus;NA;12;native;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;10;not_targeted
3086;actinopterygii;lophiiformes;antennariidae;antennarius;pauciradiatus;Antennarius pauciradiatus;sed;night;sol;bottom;25,1;27,28;29,69;6,3;s1;depressed;NA;1;rounded;superior;3,6;fc;attach;6;73;67;0,020119231;3,390497115;genus;31,4;genus;NA;28;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
16680;actinopterygii;lophiiformes;antennariidae;antennatus;bermudensis;Antennatus bermudensis;sed;night;sol;bottom;25,58;27,54;29,75;7,6;s2;depressed;NA;1;rounded;superior;4;fc;attach;4;30;26;0,020119231;3,390497115;family;24,9;genus;NA;26;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
3087;actinopterygii;lophiiformes;antennariidae;fowlerichthys;radiosus;Fowlerichthys radiosus;sed;NA;sol;bottom;21,08;24,8;28,33;7,6;s2;depressed;0,677581;1;rounded;superior;3,5;fc;attach;20;275;255;;;;NA;;NA;16;native;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
12909;actinopterygii;perciformes;aplodactylidae;aplodactylus;punctatus;Aplodactylus punctatus;mob;day;medg;low;15,9;18,45;21,7;43,7;s4;fusiform;1,24787;1;truncated;inferior;2;hm;NA;NA;NA;NA;0,00526;3,207;genus;60,16;;NA;11;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;ne;22,68;not_targeted
127-princ;actinopterygii;perciformes;apogonidae;apogonichthyoides;taeniatus;Apogonichthyoides taeniatus;sed;night;smallg;low;14,56;20,35;27,24;17;s3;fusiform;0,910782;1;forked;terminal;3,5;im;oral;5;20;15;0,004929367;3,780060935;family;91,2;;NA;NA;lessepsian;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;15,39;high
3523;actinopterygii;perciformes;apogonidae;apogon;guadalupensis;Apogon guadalupensis;sed;night;smallg;low;17,28;20,51;24,27;13;s2;fusiform;1,7606;1;forked;terminal;4;im;oral;9;18;9;0,004929367;3,780060935;species;21,75;genus;NA;11;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;12,47;high
1693;actinopterygii;perciformes;apogonidae;apogon;imberbis;Apogon imberbis;sed;night;largeg;low;18,67;22,26;26,27;15;s2;fusiform;1,41489;2;forked;terminal;3,4;im;oral;10;200;190;0,004929367;3,780060935;genus;23,87;species;5;62;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;15,08;high
17360;actinopterygii;perciformes;apogonidae;apogon;axillaris;Apogon axillaris;sed;night;smallg;low;20,8;22,78;25,07;15;s2;fusiform;NA;1;forked;terminal;3,6;im;oral;4;35;31;0,004929367;3,780060935;genus;26;genus;NA;1;native;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;lc;13,79;high
25508;actinopterygii;perciformes;apogonidae;apogon;pacificus;Apogon pacificus;sed;night;smallg;low;21,59;23,95;26,67;10;s2;fusiform;1,01603;1;forked;terminal;3,4;im;oral;0;30;30;0,004929367;3,780060935;species;33,3;genus;NA;33;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;10;high
46598;actinopterygii;perciformes;apogonidae;apogon;retrosella;Apogon retrosella;sed;night;smallg;low;22,27;24,87;27,69;10;s2;fusiform;1,9845;1;forked;terminal;3,5;im;oral;1;60;59;0,004929367;3,780060935;species;41;genus;NA;18;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
60362;actinopterygii;perciformes;apogonidae;apogonichthyoides;pharaonis;Apogonichthyoides pharaonis;sed;night;smallg;low;22,65;26,2;29,8;8;s2;fusiform;1,32721;1;truncated;terminal;3,4;pk;oral;NA;NA;NA;0,004929367;3,780060935;family;79,65;;NA;42;lessepsian;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;10;high
50361;actinopterygii;perciformes;apogonidae;apogon;robbyi;Apogon robbyi;sed;night;smallg;low;23,23;26,25;29,18;3,6;s1;fusiform;1,24556;1;truncated;terminal;3,3;im;oral;1;30;29;0,004929367;3,780060935;genus;43;;NA;12;native;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;lc;10;not_targeted
8256;actinopterygii;perciformes;apogonidae;apogon;dovii;Apogon dovii;sed;night;smallg;low;23,53;25,67;28,11;7,5;s2;fusiform;0,971007;1;forked;terminal;3,4;im;oral;3;45;42;0,004929367;3,780060935;species;32,4;genus;NA;27;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;10;high
25507;actinopterygii;perciformes;apogonidae;apogon;atradorsatus;Apogon atradorsatus;sed;night;smallg;low;23,64;25,45;27,83;8,9;s2;fusiform;1,548765;2;forked;terminal;3,6;im;oral;3;46;43;0,004929367;3,780060935;species;31;genus;NA;5;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;10,53;high
3534;actinopterygii;perciformes;apogonidae;astrapogon;puncticulatus;Astrapogon puncticulatus;sed;night;sol;low;23,77;26,44;29,34;8;s2;fusiform;1,64061;1;rounded;terminal;3,5;pk;oral;0;8;8;0,004929367;3,780060935;family;29,7;genus;NA;49;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;lc;10;high
5752;actinopterygii;perciformes;apogonidae;apogon;coccineus;Apogon coccineus;sed;night;smallg;low;24,06;26,7;29,27;6;s1;fusiform;1,64765;2;forked;terminal;3,5;im;oral;8;35;27;0,002466592;3;species;29;species;NA;175;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;ne;10;high
9240;actinopterygii;perciformes;apogonidae;ostorhinchus;cookii;Ostorhinchus cookii;sed;night;smallg;low;24,18;26,79;29,26;10;s2;fusiform;1,57646;2;forked;terminal;3,5;im;oral;1;10;9;0,005758645;3,689138439;species;24;genus;NA;211;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;ne;10;not_targeted
27233;actinopterygii;perciformes;apogonidae;apogon;americanus;Apogon americanus;sed;night;sol;low;24,24;26,07;28,18;10,1;s2;fusiform;1,09205;1;forked;terminal;3,4;im;oral;0;50;50;0,004929367;3,780060935;genus;25,8;genus;NA;14;native;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;ne;11,53;high
3521;actinopterygii;perciformes;apogonidae;apogon;aurolineatus;Apogon aurolineatus;sed;night;sol;low;24,34;27,01;29,84;6,5;s1;fusiform;NA;1;forked;terminal;3,4;pk;oral;1;75;74;0,004929367;3,780060935;genus;22,9;species;NA;36;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
3526;actinopterygii;perciformes;apogonidae;apogon;maculatus;Apogon maculatus;sed;night;sol;low;24,34;27,01;29,84;11,1;s2;fusiform;1,91174;1;forked;terminal;3,5;im;oral;0;128;128;0,004929367;3,780060935;genus;24;species;NA;36;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10,53;high
3529;actinopterygii;perciformes;apogonidae;apogon;planifrons;Apogon planifrons;sed;night;sol;low;24,34;26,78;29,42;10,5;s2;fusiform;1,22868;1;forked;terminal;3,6;im;oral;3;30;27;0,004929367;3,780060935;genus;31,45;genus;NA;40;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;lc;12,01;high
3532;actinopterygii;perciformes;apogonidae;apogon;townsendi;Apogon townsendi;sed;night;smallg;low;24,34;27,01;29,84;6,5;s1;fusiform;1,72181;1;forked;terminal;3,5;im;oral;3;55;52;0,004929367;3,780060935;genus;62,3;genus;NA;36;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
3536;actinopterygii;perciformes;apogonidae;phaeoptyx;conklini;Phaeoptyx conklini;sed;night;sol;low;24,34;27,01;29,84;9;s2;fusiform;1,83602;1;forked;terminal;3,5;pk;oral;0;22;22;0,004929367;3,780060935;family;20;genus;NA;36;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10,53;high
3530;actinopterygii;perciformes;apogonidae;apogon;pseudomaculatus;Apogon pseudomaculatus;sed;night;sol;low;24,37;26,82;29,44;11;s2;fusiform;0,704794;1;forked;terminal;3,4;im;oral;1;100;99;0,004929367;3,780060935;genus;41,9;species;NA;48;native;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;lc;10,53;high
3520;actinopterygii;perciformes;apogonidae;paroncheilus;affinis;Paroncheilus affinis;sed;night;smallg;low;24,37;26,96;29,64;11;s2;fusiform;0,89761;1;forked;superior;3,5;pk;oral;20;300;280;;;;NA;;NA;44;native;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;lc;10,53;high
3537;actinopterygii;perciformes;apogonidae;phaeoptyx;pigmentaria;Phaeoptyx pigmentaria;sed;night;sol;low;24,41;26,83;29,43;8;s2;fusiform;1,2811155;2;forked;terminal;3,5;pk;oral;13;50;37;0,004929367;3,780060935;family;20;species;NA;49;native;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;lc;10;high
3535;actinopterygii;perciformes;apogonidae;astrapogon;stellatus;Astrapogon stellatus;sed;night;sol;low;24,54;26,95;29,54;8;s2;fusiform;NA;1;truncated;terminal;3,5;pk;oral;1;40;39;0,004929367;3,780060935;family;28,4;species;NA;46;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;dd;10;high
3531;actinopterygii;perciformes;apogonidae;apogon;quadrisquamatus;Apogon quadrisquamatus;sed;night;smallg;low;24,55;26,96;29,52;7;s1;fusiform;1,20516;1;forked;terminal;3,4;pk;oral;1;75;74;0,004929367;3,780060935;genus;36,3;species;NA;45;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;lc;10;high
3522;actinopterygii;perciformes;apogonidae;apogon;binotatus;Apogon binotatus;sed;night;smallg;low;24,69;27,15;29,79;13;s2;fusiform;0,981151;1;forked;terminal;3,4;im;oral;1;60;59;0,004929367;3,780060935;genus;28;species;NA;34;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;14,21;high
