fb_code;Class;Order;Family;Genus;Species;Name;Home_range;Diel_activity;Size_group;Level_water;TempPref_min;TemPref_mean;TempPref_max;Body_size;Size_class;Body_shape;Aspect_ratio;Nphoto;Caudal_fin;Mouth_position;Trophic_level;Diet;Spawning;Depth_min;Depth_max;Depth_range;Allometric_a;Allometric_b;Level_length_weight;PLD;PLD_level;Life_span;Geographic_range_index;Range_extension;Province_2;Province_3;Province_4;Province_6;Province_7;Province_10;Province_11;Province_12;Province_13;Province_14;Province_15;Province_16;Province_17;Province_43;Province_44;Province_45;Province_46;Province_47;Province_48;Province_50;IUCN_status;Vulnerability;Price_category
3983;actinopterygii;scorpaeniformes;sebastidae;sebastes;mystinus;Sebastes mystinus;NA;NA;largeg;low;18,63;21,74;25,55;61;s5;fusiform;2,2772;1;truncated;superior;2,7;im;live;0;550;550;0,01726614;3;species;105;species;44;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;56,48;medium
3989;actinopterygii;scorpaeniformes;sebastidae;sebastes;pinniger;Sebastes pinniger;NA;NA;smallg;low;18,63;21,74;25,55;76;s5;fusiform;1,09254;1;forked;superior;3,8;im;live;0;838;838;0,01378958;3;species;111;genus;84;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;62,13;low
3992;actinopterygii;scorpaeniformes;sebastidae;sebastes;rastrelliger;Sebastes rastrelliger;NA;NA;NA;low;18,63;21,74;25,55;56;s5;fusiform;NA;1;truncated;terminal;3,9;im;live;0;46;46;0,022;3;species;111;genus;23;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;53,21;medium
3994;actinopterygii;scorpaeniformes;sebastidae;sebastes;rosaceus;Sebastes rosaceus;NA;NA;NA;low;18,63;21,74;25,55;36;s4;fusiform;1,66028;1;truncated;superior;3,7;NA;live;15;128;113;0,0071;3,18;genus;111;genus;18;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;57,9;medium
3997;actinopterygii;scorpaeniformes;sebastidae;sebastes;rubrivinctus;Sebastes rubrivinctus;NA;NA;NA;low;18,63;21,74;25,55;51;s5;fusiform;1,38762;1;truncated;superior;3,8;NA;live;0;302;302;0,0146;3;species;111;genus;NA;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;66,98;medium
4000;actinopterygii;scorpaeniformes;sebastidae;sebastes;saxicola;Sebastes saxicola;NA;NA;NA;low;18,63;21,74;25,55;38;s4;fusiform;NA;1;truncated;terminal;3,7;NA;live;9;547;538;0,0071;3,18;genus;111;genus;38;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;65,32;medium
4002;actinopterygii;scorpaeniformes;sebastidae;sebastes;serranoides;Sebastes serranoides;NA;NA;NA;low;18,63;21,74;25,55;61;s5;fusiform;1,46967;1;truncated;superior;4,2;im;live;0;146;146;0,0108;2,968;species;135;species;30;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;46,18;medium
3987;actinopterygii;scorpaeniformes;sebastidae;sebastes;paucispinis;Sebastes paucispinis;vmob;night;largeg;low;18,88;21,88;25,57;91;s6;fusiform;2,34958;1;truncated;superior;3,5;fc;live;0;476;476;0,01320988;3;species;160;species;50;6;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;cr;62,81;low
351;actinopterygii;perciformes;serranidae;acanthistius;brasilianus;Acanthistius brasilianus;sed;day;sol;bottom;14,89;18,56;22,61;60;s5;fusiform;1,052929;2;rounded;terminal;4;im;pelagic;15;60;45;0,001417552;3,548062049;genus;20,2;;NA;17;native;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;dd;51,88;high
1761;actinopterygii;perciformes;serranidae;serranus;scriba;Serranus scriba;sed;day;sol;bottom;15,67;20,01;25,02;36;s4;fusiform;1,27923;1;truncated;superior;3,8;im;pelagic;5;150;145;0,01867;2,805;genus;32;species;16;67;native;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;38,08;medium
57960;actinopterygii;perciformes;serranidae;acanthistius;pictus;Acanthistius pictus;vmob;night;sol;bottom;15,9;18,45;21,7;47;s4;fusiform;1,54767;1;rounded;terminal;4,2;fc;pelagic;10;50;40;0,001417552;3,548062049;genus;93;;NA;11;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;lc;39,1;very high
14419;actinopterygii;perciformes;serranidae;serranus;hepatus;Serranus hepatus;sed;day;sol;bottom;16,21;20,57;25,61;25;s3;fusiform;1,8053;2;truncated;superior;3,5;im;pelagic;5;100;95;0,01867;2,805;genus;22;species;5;37;native;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;lc;24,47;medium
14238;actinopterygii;perciformes;serranidae;paralabrax;auroguttatus;Paralabrax auroguttatus;mob;both;sol;bottom;16,52;19,93;23,87;71;s5;fusiform;1,48862;1;truncated;superior;4,2;fc;pelagic;2;183;181;0,0146;3;species;27;genus;NA;10;native;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;dd;63,86;very high
3337;actinopterygii;perciformes;serranidae;paralabrax;nebulifer;Paralabrax nebulifer;mob;both;sol;bottom;16,52;19,93;23,87;67;s5;fusiform;2,57607;1;truncated;superior;3,5;im;pelagic;1;185;184;0,0146;3;genus;NA;;31;10;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;53,81;very high
352;actinopterygii;perciformes;serranidae;paralabrax;humeralis;Paralabrax humeralis;mob;both;sol;bottom;16,68;19,08;21,92;54,5;s5;fusiform;1,24876;1;truncated;superior;4,1;im;pelagic;1;180;179;0,0146;3;genus;27;genus;NA;23;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;dd;34,38;high
9217;actinopterygii;perciformes;serranidae;epinephelus;caninus;Epinephelus caninus;mob;day;sol;bottom;16,73;20,8;25,51;164;s6;fusiform;1,254548;2;truncated;superior;3,8;im;pelagic;30;530;500;0,0343;2,9;genus;39;genus;NA;43;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;dd;87,06;very high
1353;actinopterygii;perciformes;serranidae;serranus;cabrilla;Serranus cabrilla;sed;day;sol;bottom;16,99;20,89;25,33;40;s4;fusiform;1,34481;2;truncated;superior;4,3;fc;pelagic;5;450;445;0,01867;2,805;genus;27;species;8;90;native;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;lc;35,98;medium
3335;actinopterygii;perciformes;serranidae;paralabrax;clathratus;Paralabrax clathratus;mob;both;sol;low;17,05;19,79;23,2;72;s5;fusiform;1,917075;2;truncated;superior;3,9;im;pelagic;0;61;61;0,0146;3;genus;28;species;34;7;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;66,65;very high
9394;actinopterygii;perciformes;serranidae;mycteroperca;prionura;Mycteroperca prionura;mob;both;sol;bottom;17,23;20,83;24,99;105;s6;fusiform;1,40246;1;truncated;superior;4,4;fc;pelagic;10;50;40;0,012004;3;species;56;genus;NA;9;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;dd;64,01;high
9398;actinopterygii;perciformes;serranidae;mycteroperca;rosacea;Mycteroperca rosacea;mob;both;sol;bottom;17,23;20,83;24,99;86;s6;fusiform;1,550175;2;truncated;superior;4,5;fc;pelagic;1;100;99;0,01496;3;species;56;genus;NA;9;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;66,82;high
3333;actinopterygii;perciformes;serranidae;mycteroperca;jordani;Mycteroperca jordani;mob;both;sol;bottom;17,28;20,51;24,27;198;s6;fusiform;1,8552;1;truncated;superior;4,5;fc;pelagic;5;100;95;0,01873333;3;species;56;genus;NA;11;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;en;84,64;high
50141;actinopterygii;perciformes;serranidae;acanthistius;patachonicus;Acanthistius patachonicus;sed;day;sol;bottom;17,51;20,62;24,07;31;s4;fusiform;0,906649;1;rounded;terminal;4;im;pelagic;0;30;30;0,001417552;3,548062049;genus;93,3;;NA;22;native;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;ne;41,36;very high
12931;actinopterygii;perciformes;serranidae;dules;auriga;Dules auriga;sed;day;sol;bottom;17,51;20,62;24,07;19;s3;fusiform;1,19786;1;truncated;terminal;3,7;im;pelagic;15;140;125;0,001417552;3,548062049;family;26;family;NA;22;native;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;ne;22,01;not_targeted
1214;actinopterygii;perciformes;serranidae;mycteroperca;rubra;Mycteroperca rubra;mob;day;sol;bottom;17,57;21,41;25,86;144;s6;fusiform;1,15244;1;truncated;superior;4,1;fc;pelagic;1;200;199;0,0113;3,05;genus;56;genus;NA;47;native;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;lc;67,26;high
59849;actinopterygii;perciformes;serranidae;hypoplectrodes;semicinctum;Hypoplectrodes semicinctum;NA;NA;NA;NA;17,68;20,19;23,05;20;s4;fusiform;NA;1;truncated;terminal;3,9;im;pelagic;NA;NA;NA;0,001417552;3,548062049;genus;NA;;NA;7;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ne;33,15;very high
58279;actinopterygii;perciformes;serranidae;hemilutjanus;macrophthalmos;Hemilutjanus macrophthalmos;mob;both;smallg;low;17,69;20,04;23,05;50;s4;fusiform;2,03676;1;truncated;superior;4,3;im;pelagic;10;55;45;0,001417552;3,548062049;family;NA;;NA;18;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;dd;53,39;very high
12701;actinopterygii;perciformes;serranidae;trachypoma;macracanthus;Trachypoma macracanthus;mob;NA;NA;bottom;17,81;20,37;23,16;22;s3;fusiform;1,38852;1;truncated;terminal;3,5;im;pelagic;5;45;40;0,001417552;3,548062049;species;NA;;NA;34;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;lc;26,82;very high
15086;actinopterygii;perciformes;serranidae;caprodon;longimanus;Caprodon longimanus;NA;NA;NA;low;18,09;20,47;23,12;55;s5;fusiform;2,59198;2;forked;superior;3,9;im;pelagic;0;400;400;0,001417552;3,548062049;family;NA;;NA;39;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;lc;34,14;very high
426;actinopterygii;perciformes;serranidae;epinephelus;aeneus;Epinephelus aeneus;mob;day;sol;bottom;18,12;21,88;26,1;120;s6;fusiform;1,154391333;3;rounded;superior;4;im;pelagic;20;200;180;0,0343;2,9;genus;39;genus;17;51;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;nt;52,39;very high
9224;actinopterygii;perciformes;serranidae;epinephelus;costae;Epinephelus costae;mob;day;sol;bottom;18,12;21,88;26,1;140;s6;fusiform;1,502995;2;truncated;superior;3,9;im;pelagic;10;80;70;0,0343;2,9;genus;39;genus;NA;51;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;dd;65,72;very high
1692;actinopterygii;perciformes;serranidae;anthias;anthias;Anthias anthias;sed;day;medg;low;18,47;21,99;25,93;27;s3;fusiform;2,268233333;3;forked;superior;3,8;im;pelagic;0;300;300;0,001417552;3,548062049;family;22,4;;NA;66;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;lc;37,66;very high
14418;actinopterygii;perciformes;serranidae;serranus;atricauda;Serranus atricauda;sed;day;sol;bottom;18,55;21,83;25,63;43,2;s4;fusiform;1,749335;2;truncated;superior;4,3;im;pelagic;2;90;88;0,01867;2,805;genus;26;genus;16;39;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;dd;60,74;medium
6470;actinopterygii;perciformes;serranidae;epinephelus;marginatus;Epinephelus marginatus;mob;both;sol;bottom;18,69;22,03;25,71;150;s6;fusiform;1,507736667;3;rounded;superior;4,4;im;pelagic;8;300;292;0,0091;3,1149;species;30;species;60;105;native;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;vu;71,52;very high
3336;actinopterygii;perciformes;serranidae;paralabrax;maculatofasciatus;Paralabrax maculatofasciatus;mob;both;sol;bottom;19,57;22,52;25,82;60;s5;fusiform;1,63613;1;truncated;superior;4,2;im;pelagic;1;60;59;0,0203;3;species;25;species;20;14;native;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;36,61;not_targeted
7920;actinopterygii;perciformes;serranidae;acanthistius;sebastoides;Acanthistius sebastoides;mob;day;sol;bottom;19,94;22,48;25,19;35;s4;fusiform;1,86633;1;rounded;terminal;4;fc;pelagic;1;30;29;0,001417552;3,548062049;genus;18;;NA;18;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;lc;34,24;very high
1204;actinopterygii;perciformes;serranidae;epinephelus;drummondhayi;Epinephelus drummondhayi;mob;day;sol;bottom;20,52;24,99;29,66;110;s6;fusiform;1,457895;2;truncated;superior;4;im;pelagic;25;183;158;0,0343;2,9;genus;39;genus;45;21;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;cr;60,25;very high
3326;actinopterygii;perciformes;serranidae;hemanthias;peruanus;Hemanthias peruanus;mob;day;medg;low;20,52;22,9;25,66;45;s4;fusiform;0,77941;1;forked;superior;3,4;pk;pelagic;20;120;100;0,001417552;3,548062049;family;NA;;NA;40;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;37,75;very high
3330;actinopterygii;perciformes;serranidae;liopropoma;eukrines;Liopropoma eukrines;sed;day;sol;bottom;20,57;25,03;29,67;13;s2;fusiform;NA;1;truncated;superior;3,5;im;pelagic;30;150;120;0,001417552;3,548062049;genus;NA;;NA;18;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;18,38;very high
50020;actinopterygii;perciformes;serranidae;paralabrax;callaensis;Paralabrax callaensis;mob;both;sol;bottom;20,98;23,18;25,82;35;s4;fusiform;1,79496;1;truncated;superior;4;im;pelagic;1;50;49;0,0146;3;genus;27;genus;NA;10;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;dd;44,7;very high
11805;actinopterygii;perciformes;serranidae;hemanthias;signifer;Hemanthias signifer;mob;day;medg;low;21,41;23,83;26,57;42;s4;fusiform;0,8606;1;forked;superior;3,7;pk;pelagic;25;305;280;0,001417552;3,548062049;family;NA;;NA;29;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;lc;38,26;very high
9205;actinopterygii;perciformes;serranidae;hyporthodus;acanthistius;Hyporthodus acanthistius;mob;night;sol;bottom;21,41;23,83;26,57;100;s6;fusiform;1,110497;2;rounded;superior;3,9;fc;pelagic;45;90;45;0,011;3,04;species;NA;;NA;29;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;vu;63,97;very high
1212;actinopterygii;perciformes;serranidae;mycteroperca;microlepis;Mycteroperca microlepis;mob;day;sol;bottom;21,5;25,25;29,22;145;s6;fusiform;1,43463;2;truncated;superior;3,7;fc;pelagic;40;167;127;0,0113;3,05;genus;66;species;22;30;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;vu;61,89;very high
1207;actinopterygii;perciformes;serranidae;hyporthodus;nigritus;Hyporthodus nigritus;mob;day;sol;bottom;21,57;24,88;28,59;230;s6;fusiform;1,182055;2;truncated;superior;4;im;pelagic;25;525;500;0,001417552;3,548062049;family;NA;;24;56;native;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;nt;67,56;very high
9594;actinopterygii;perciformes;serranidae;hyporthodus;niphobles;Hyporthodus niphobles;mob;night;sol;bottom;21,59;23,95;26,67;48;s4;fusiform;1,01763;1;truncated;superior;3,8;fc;pelagic;1;450;449;0,001417552;3,548062049;family;NA;;NA;33;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;51,94;very high
3334;actinopterygii;perciformes;serranidae;mycteroperca;xenarcha;Mycteroperca xenarcha;mob;both;sol;bottom;21,59;23,95;26,67;150;s6;fusiform;0,982826;1;truncated;superior;4,5;fc;pelagic;1;60;59;0,01837547;3;species;56;genus;NA;33;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;dd;82,58;high
9185;actinopterygii;perciformes;serranidae;dermatolepis;dermatolepis;Dermatolepis dermatolepis;mob;day;sol;bottom;21,69;24,02;26,72;100;s6;fusiform;2,01057;1;truncated;terminal;4,5;fc;pelagic;5;50;45;0,01701;3;species;NA;;NA;34;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;63,97;very high
348;actinopterygii;perciformes;serranidae;epinephelus;analogus;Epinephelus analogus;mob;night;sol;bottom;21,69;24,02;26,72;114;s6;fusiform;1,15529;1;rounded;superior;3,8;im;pelagic;5;107;102;0,01983351;3;species;39;genus;NA;34;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;68,33;high
8325;actinopterygii;perciformes;serranidae;paranthias;colonus;Paranthias colonus;vmob;both;largeg;low;21,69;24,02;26,72;35,6;s4;fusiform;1,56921;1;forked;superior;3,8;pk;pelagic;1;120;119;0,01346976;3,043;species;NA;;NA;34;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;34,31;very high
3312;actinopterygii;perciformes;serranidae;pronotogrammus;multifasciatus;Pronotogrammus multifasciatus;sed;both;largeg;low;21,69;24,02;26,72;28,5;s3;fusiform;1,54437;1;forked;superior;3,1;pk;pelagic;40;300;260;0,001417552;3,548062049;family;NA;;NA;34;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;30,87;not_targeted
361;actinopterygii;perciformes;serranidae;centropristis;striata;Centropristis striata;mob;day;sol;bottom;21,75;25,62;29,69;66;s5;fusiform;1,0318845;2;rounded;superior;3,9;im;pelagic;1;110;109;0,001417552;3,548062049;family;NA;;20;23;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;32,35;very high
3317;actinopterygii;perciformes;serranidae;centropristis;philadelphica;Centropristis philadelphica;mob;day;medg;bottom;21,76;25,92;30,1;30;s3;fusiform;1,31531;1;truncated;superior;3,8;im;pelagic;3;243;240;0,001417552;3,548062049;family;NA;;NA;14;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;31,76;very high
8728;actinopterygii;perciformes;serranidae;alphestes;multiguttatus;Alphestes multiguttatus;sed;night;sol;bottom;21,81;24,27;27,02;30;s3;fusiform;1,06775;1;rounded;terminal;3,5;im;pelagic;1;30;29;0,001417552;3,548062049;species;21,9;;NA;28;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;lc;31,76;not_targeted
14239;actinopterygii;perciformes;serranidae;paralabrax;loro;Paralabrax loro;mob;both;sol;bottom;21,81;24,27;27,02;38;s4;fusiform;1,84924;1;truncated;superior;4;im;pelagic;1;70;69;0,0146;3;genus;27;genus;NA;28;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;dd;35,31;very high
25552;actinopterygii;perciformes;serranidae;liopropoma;fasciatum;Liopropoma fasciatum;sed;night;sol;bottom;21,95;24,33;27,07;17,8;s3;fusiform;1,1612;1;truncated;superior;3,6;im;pelagic;25;250;225;0,001417552;3,548062049;species;NA;;NA;32;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;28,21;very high
25545;actinopterygii;perciformes;serranidae;rypticus;bicolor;Rypticus bicolor;sed;night;sol;bottom;21,95;24,33;27,07;28;s3;fusiform;0,958136;1;rounded;superior;4;im;pelagic;1;70;69;0,001417552;3,548062049;species;30;genus;NA;32;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;30,82;very high
8331;actinopterygii;perciformes;serranidae;rypticus;nigripinnis;Rypticus nigripinnis;sed;night;sol;bottom;21,95;24,33;27,07;20,3;s3;fusiform;1,26043;1;rounded;superior;3,8;im;pelagic;1;70;69;0,001417552;3,548062049;species;30;genus;NA;32;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;24,97;very high
14298;actinopterygii;perciformes;serranidae;serranus;psittacinus;Serranus psittacinus;mob;night;sol;bottom;21,95;24,33;27,07;18;s3;fusiform;1,59016;1;truncated;superior;3,5;fc;pelagic;2;60;58;0,01867;2,805;species;26;genus;NA;32;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;23,86;not_targeted
3354;actinopterygii;perciformes;serranidae;rypticus;maculatus;Rypticus maculatus;sed;both;sol;bottom;21,99;25,82;29,79;20;s3;fusiform;1,47408;1;rounded;superior;3,8;im;pelagic;3;100;97;0,001417552;3,548062049;genus;30;genus;NA;25;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;24,79;very high
8727;actinopterygii;perciformes;serranidae;alphestes;immaculatus;Alphestes immaculatus;sed;night;sol;bottom;22,04;24,39;27,11;30;s3;fusiform;0,907836;1;rounded;terminal;3,5;im;pelagic;3;32;29;0,001417552;3,548062049;species;32,7;;NA;33;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;31,76;not_targeted
8196;actinopterygii;perciformes;serranidae;epinephelus;labriformis;Epinephelus labriformis;mob;night;sol;bottom;22,04;24,39;27,11;60;s5;fusiform;1,390493333;3;rounded;superior;4;im;pelagic;1;50;49;0,0343;2,9;species;39;genus;23;33;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;39,82;very high
3316;actinopterygii;perciformes;serranidae;centropristis;ocyurus;Centropristis ocyurus;mob;day;sol;bottom;22,09;26,08;30,1;30;s3;fusiform;1,11816;1;rounded;superior;3,5;im;pelagic;18;125;107;0,001417552;3,548062049;family;NA;;NA;15;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;31,76;very high
12860;actinopterygii;perciformes;serranidae;paralabrax;albomaculatus;Paralabrax albomaculatus;mob;both;sol;bottom;22,12;24,3;27,24;50,8;s5;fusiform;1,91188;1;truncated;superior;4,5;im;pelagic;10;75;65;0,0146;3;species;27;genus;NA;3;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;en;53,46;very high
9391;actinopterygii;perciformes;serranidae;mycteroperca;fusca;Mycteroperca fusca;mob;day;sol;bottom;22,32;24,73;27,18;80;s5;fusiform;1,830593;2;truncated;superior;4,3;fc;pelagic;1;100;99;0,0113;3,05;genus;56;genus;NA;24;native;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;vu;57,83;high
61273;actinopterygii;perciformes;serranidae;serranus;heterurus;Serranus heterurus;sed;day;sol;bottom;22,34;24,69;27,35;15;s2;fusiform;NA;1;truncated;superior;3,5;im;pelagic;0;28;28;0,01867;2,805;genus;26;genus;NA;2;native;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;lc;26,23;medium
9228;actinopterygii;perciformes;serranidae;hyporthodus;exsul;Hyporthodus exsul;mob;night;sol;bottom;22,47;25,02;27,75;125;s6;fusiform;1,03245;1;rounded;superior;4;fc;pelagic;5;72;67;0,011;3,04;genus;NA;;NA;19;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;72,23;very high
46538;actinopterygii;perciformes;serranidae;pseudogramma;thaumasia;Pseudogramma thaumasia;sed;night;sol;bottom;22,71;25,08;27,71;9;s2;fusiform;1,43433;1;rounded;superior;3,9;im;pelagic;1;37;36;0,001417552;3,548062049;family;45;genus;NA;24;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;12,93;very high
1208;actinopterygii;perciformes;serranidae;hyporthodus;niveatus;Hyporthodus niveatus;mob;day;sol;bottom;22,72;25,68;28,84;122;s6;fusiform;1,262028;2;truncated;superior;4;im;pelagic;10;525;515;0,001417552;3,548062049;family;39;family;29;55;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;vu;64,14;very high
8761;actinopterygii;perciformes;serranidae;cephalopholis;panamensis;Cephalopholis panamensis;sed;night;sol;bottom;22,85;25,13;27,67;39;s4;fusiform;1,253435;2;rounded;superior;4,2;im;pelagic;1;30;29;0,0217;3,035;species;29;genus;7;28;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;39,06;very high
9202;actinopterygii;perciformes;serranidae;cephalopholis;nigri;Cephalopholis nigri;mob;day;sol;bottom;23,02;25,22;27,29;30;s3;fusiform;0,899004;1;rounded;superior;4,1;im;pelagic;0;100;100;0,009292998;3,180742513;genus;29;genus;NA;17;native;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;32,09;not_targeted
4936;actinopterygii;perciformes;serranidae;cephalopholis;taeniops;Cephalopholis taeniops;mob;day;sol;bottom;23,02;25,22;27,29;70;s5;fusiform;1,2734915;2;rounded;superior;4,4;im;pelagic;1;60;59;0,009292998;3,180742513;genus;29;genus;20;17;native;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;dd;58,62;very high
8726;actinopterygii;perciformes;serranidae;alphestes;afer;Alphestes afer;sed;day;sol;low;23,13;25,84;28,78;33;s4;fusiform;1,0072705;2;rounded;terminal;3,6;im;pelagic;2;35;33;0,001417552;3,548062049;genus;17,2;;NA;44;native;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;lc;33,13;very high
1213;actinopterygii;perciformes;serranidae;mycteroperca;phenax;Mycteroperca phenax;mob;day;sol;bottom;23,14;26,24;29,54;107;s6;fusiform;1,508025;2;truncated;superior;4,5;fc;pelagic;30;100;70;0,0113;3,05;genus;56;genus;31;38;native;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;dd;68,92;very high
3328;actinopterygii;perciformes;serranidae;pronotogrammus;martinicensis;Pronotogrammus martinicensis;sed;day;smallg;low;23,28;26,25;29,43;20;s3;fusiform;1,235495;2;forked;superior;3,5;pk;pelagic;35;900;865;0,001417552;3,548062049;family;NA;;15;45;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;lc;22,13;not_targeted
3347;actinopterygii;perciformes;serranidae;serranus;phoebe;Serranus phoebe;sed;day;sol;bottom;23,31;26,22;29,35;20;s3;fusiform;1,255775;2;truncated;superior;3,5;im;pelagic;26;402;376;0,01867;2,805;genus;26;genus;NA;48;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;lc;24,79;medium
16;actinopterygii;perciformes;serranidae;epinephelus;itajara;Epinephelus itajara;mob;night;sol;bottom;23,35;25,74;28,31;250;s6;fusiform;1,18781;2;rounded;superior;4,1;im;pelagic;1;100;99;0,0131;3,056;species;80;species;38;95;native;0;1;0;1;0;0;1;1;1;1;0;1;1;1;0;1;0;1;0;0;cr;69,54;very high
